Order_ID,Order_Date,Ship_Date,Ship_Mode,Customer_ID,Customer_Name,Segment,Region,State,City,Category,Sub_Category,Product_Name,Price,Quantity,Discount,total_amount
ORD-1459,2024-10-24,2024-10-30,Second Class,CUST-0076,Customer 92,Home Office,East,Texas,Houston,Furniture,Chairs,Chairs Model 639,207.79,7.0,0.0,1454.53
ORD-1460,2024-02-14,2024-02-17,First Class,CUST-0080,Customer 38,Consumer,West,New York,New York City,Technology,Copiers,Copiers Model 442,433.88,1.0,0.0,433.88
ORD-1461,2024-03-14,2024-03-20,Second Class,CUST-0085,Customer 65,Corporate,Central,Illinois,Chicago,Office Supplies,Art,Art Model 726,339.35,8.0,0.3,2714.8
ORD-1462,2023-11-09,2023-11-12,Same Day,CUST-0088,Customer 115,Home Office,South,Illinois,Chicago,Technology,Accessories,Accessories Model 534,351.86,2.0,0.0,703.72
ORD-1463,2024-10-10,2024-10-15,Standard Class,CUST-0031,Customer 21,Corporate,South,Illinois,Chicago,Office Supplies,Paper,Paper Model 211,26.44,6.0,0.2,158.64
ORD-1464,2024-09-20,2024-09-24,Same Day,CUST-0025,Customer 58,Corporate,East,California,Los Angeles,Furniture,Chairs,Chairs Model 233,223.07,4.0,0.0,892.28
ORD-1465,2023-03-16,2023-03-22,Same Day,CUST-0003,Customer 117,Home Office,East,New York,New York City,Technology,Phones,Phones Model 763,125.08,6.0,0.0,750.48
ORD-1466,2023-12-10,2023-12-15,Second Class,CUST-0001,Customer 126,Home Office,West,Texas,Houston,Technology,Machines,Machines Model 444,358.63,4.0,0.0,1434.52
ORD-1467,2024-06-11,2024-06-17,Standard Class,CUST-0129,Customer 42,Home Office,East,Texas,Houston,Office Supplies,Labels,Labels Model 947,406.03,3.0,0.0,1218.09
ORD-1468,2024-09-25,2024-10-01,Standard Class,CUST-0048,Customer 39,Home Office,West,Florida,Miami,Technology,Machines,Machines Model 109,156.68,6.0,0.0,940.08
ORD-1469,2024-01-16,2024-01-17,First Class,CUST-0004,Customer 9,Consumer,East,Ohio,Columbus,Office Supplies,Binders,Binders Model 253,110.93,8.0,0.3,887.44
ORD-1470,2023-03-10,2023-03-15,First Class,CUST-0146,Customer 111,Corporate,East,Washington,Seattle,Furniture,Furnishings,Furnishings Model 624,169.73,9.0,0.0,1527.57
ORD-1471,2024-05-10,2024-05-16,Standard Class,CUST-0117,Customer 11,Home Office,East,Florida,Miami,Office Supplies,Labels,Labels Model 608,361.48,9.0,0.2,3253.32
ORD-1472,2024-05-22,2024-05-23,First Class,CUST-0130,Customer 56,Home Office,Central,Washington,Seattle,Office Supplies,Labels,Labels Model 907,108.68,5.0,0.1,543.4
ORD-1473,2023-03-30,2023-04-01,Same Day,CUST-0130,Customer 13,Corporate,Central,Washington,Seattle,Technology,Phones,Phones Model 831,467.6,3.0,0.0,1402.8
ORD-1474,2023-07-11,2023-07-16,Second Class,CUST-0059,Customer 126,Home Office,West,Texas,Houston,Office Supplies,Storage,Storage Model 243,159.53,2.0,0.2,319.06
ORD-1475,2023-07-02,2023-07-08,First Class,CUST-0102,Customer 100,Home Office,West,California,Los Angeles,Furniture,Furnishings,Furnishings Model 566,398.55,7.0,0.2,2789.85
ORD-1476,2024-08-06,2024-08-08,Same Day,CUST-0083,Customer 42,Consumer,Central,Washington,Seattle,Furniture,Chairs,Chairs Model 272,452.11,6.0,0.2,2712.66
ORD-1477,2024-06-01,2024-06-03,Second Class,CUST-0029,Customer 126,Consumer,Central,Ohio,Columbus,Furniture,Bookcases,Bookcases Model 948,429.33,2.0,0.0,858.66
ORD-1478,2024-04-26,2024-04-30,First Class,CUST-0078,Customer 90,Consumer,West,Texas,Houston,Office Supplies,Storage,Storage Model 283,261.05,3.0,0.0,783.15
ORD-1479,2023-04-22,2023-04-28,First Class,CUST-0137,Customer 109,Consumer,East,Texas,Houston,Technology,Machines,Machines Model 290,472.07,3.0,0.3,1416.21
ORD-1480,2023-08-25,2023-08-28,First Class,CUST-0087,Customer 41,Home Office,Central,California,Los Angeles,Office Supplies,Art,Art Model 397,314.36,3.0,0.0,943.08
ORD-1481,2024-11-29,2024-11-30,Same Day,CUST-0133,Customer 48,Home Office,South,Texas,Houston,Furniture,Chairs,Chairs Model 786,98.65,4.0,0.0,394.6
ORD-1482,2023-01-24,2023-01-28,Second Class,CUST-0050,Customer 79,Home Office,West,Ohio,Columbus,Office Supplies,Storage,Storage Model 126,261.05,1.0,0.3,261.05
ORD-1483,2024-07-12,2024-07-17,Second Class,CUST-0096,Customer 116,Consumer,East,California,Los Angeles,Technology,Machines,Machines Model 100,317.53,8.0,0.2,2540.24
ORD-1484,2024-05-16,2024-05-21,First Class,CUST-0038,Customer 14,Home Office,West,Ohio,Columbus,Office Supplies,Art,Art Model 485,266.14,2.0,0.1,532.28
ORD-1485,2023-04-03,2023-04-07,Standard Class,CUST-0022,Customer 35,Consumer,South,Illinois,Chicago,Furniture,Chairs,Chairs Model 405,333.26,8.0,0.0,2666.08
ORD-1486,2023-05-12,2023-05-17,Second Class,CUST-0094,Customer 134,Consumer,Central,Ohio,Columbus,Office Supplies,Binders,Binders Model 424,72.99,7.0,0.1,510.93
ORD-1487,2023-06-14,2023-06-15,Second Class,CUST-0066,Customer 9,Home Office,South,Illinois,Chicago,Furniture,Furnishings,Furnishings Model 441,5.81,3.0,0.0,17.43
ORD-1488,2024-08-31,2024-09-02,Standard Class,CUST-0127,Customer 97,Consumer,South,Ohio,Columbus,Office Supplies,Paper,Paper Model 231,88.07,6.0,0.2,528.42
ORD-1489,2023-04-16,2023-04-17,Same Day,CUST-0070,Customer 62,Corporate,Central,Ohio,Columbus,Furniture,Tables,Tables Model 981,41.14,1.0,0.3,41.14
ORD-1490,2023-04-23,2023-04-28,First Class,CUST-0079,Customer 146,Home Office,West,Texas,Houston,Office Supplies,Binders,Binders Model 598,198.95,2.0,0.0,397.9
ORD-1491,2023-03-12,2023-03-14,First Class,CUST-0040,Customer 70,Corporate,West,New York,New York City,Office Supplies,Paper,Paper Model 292,269.81,4.0,0.2,1079.24
ORD-1492,2024-06-04,2024-06-07,Same Day,CUST-0042,Customer 128,Home Office,West,Ohio,Columbus,Office Supplies,Binders,Binders Model 939,429.48,5.0,0.1,2147.4
ORD-1493,2024-11-27,2024-12-01,Second Class,CUST-0030,Customer 109,Home Office,South,Texas,Houston,Furniture,Tables,Tables Model 225,124.38,8.0,0.2,995.04
ORD-1494,2024-06-26,2024-07-02,Second Class,CUST-0122,Customer 17,Corporate,West,Florida,Miami,Furniture,Bookcases,Bookcases Model 570,168.43,2.0,0.0,336.86
ORD-1495,2024-07-21,2024-07-24,Same Day,CUST-0035,Customer 114,Consumer,East,California,Los Angeles,Furniture,Bookcases,Bookcases Model 919,392.66,6.0,0.2,2355.96
ORD-1496,2023-08-07,2023-08-12,Same Day,CUST-0123,Customer 61,Corporate,South,Illinois,Chicago,Furniture,Chairs,Chairs Model 637,63.74,1.0,0.2,63.74
ORD-1497,2024-11-29,2024-12-03,First Class,CUST-0108,Customer 79,Corporate,West,Illinois,Chicago,Furniture,Furnishings,Furnishings Model 551,467.72,1.0,0.0,467.72
ORD-1498,2023-03-22,2023-03-27,Second Class,CUST-0032,Customer 105,Consumer,West,Washington,Seattle,Office Supplies,Storage,Storage Model 850,351.96,2.0,0.0,703.92
ORD-1499,2023-02-14,2023-02-15,First Class,CUST-0135,Customer 79,Home Office,West,Ohio,Columbus,Furniture,Tables,Tables Model 196,48.29,2.0,0.0,96.58
ORD-1500,2023-05-10,2023-05-12,Same Day,CUST-0087,Customer 38,Home Office,South,California,Los Angeles,Technology,Copiers,Copiers Model 433,93.65,9.0,0.0,842.85
